# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=8
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=110970316
# chain_id=2
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./norm_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,mu
-9.06534,0.999968,0.0578596,3,7,0,0.469163
-9.07346,0.999629,0.0956095,1,1,0,0.466317
-9.35427,0.979914,0.156806,3,7,0,0.831265
-8.92184,0.925164,0.244114,2,3,0,0.68509
-8.92184,0.187668,0.333205,1,1,0,0.68509
-8.90112,0.998523,0.0841781,3,7,0,0.551037
-8.89323,0.993116,0.136037,3,7,0,0.66257
-9.47752,0.844255,0.215866,2,3,0,0.363096
-8.99461,1,0.244004,1,1,0,0.496932
-10.0409,0.451991,0.389503,1,1,0,0.953032
-11.1901,0.823428,0.183837,1,1,0,1.09231
-9.86911,1,0.198181,1,1,0,0.926987
-9.86911,0.349142,0.31404,1,1,0,0.926987
-11.0551,0.943179,0.120191,2,3,0,1.0781
-10.9927,1,0.167993,3,7,0,0.149286
-9.43642,1,0.264283,1,1,0,0.371549
-8.8945,1,0.413613,1,1,0,0.556902
-8.8945,0.000295576,0.644055,1,1,0,0.556902
-8.88715,0.997825,0.120531,3,5,0,0.656386
-8.87556,0.983295,0.187147,2,3,0,0.641348
-8.86924,0.971807,0.280521,2,3,0,0.628521
-8.87758,0.993053,0.408747,1,1,0,0.64446
-8.87758,1.72278e-23,0.61984,1,1,0,0.64446
-9.06491,0.986783,0.121136,3,5,0,0.469313
-8.86737,0.966179,0.181681,2,3,0,0.598364
-8.98709,0.954681,0.260176,2,3,0,0.720379
-8.88097,1,0.362645,1,1,0,0.649106
-8.88097,0.000201786,0.551971,1,1,0,0.649106
-9.34471,0.968336,0.11245,3,7,0,0.391582
-8.92646,0.923295,0.160903,2,3,0,0.688113
-9.60191,0.810224,0.209765,2,3,0,0.339116
-10.0818,0.892096,0.21808,1,1,0,0.261726
-10.0818,0.677802,0.266255,1,1,0,0.261726
-12.0118,0.644793,0.213198,1,1,0,0.0496013
-8.86691,0.955833,0.160394,3,7,0,0.620187
-8.89663,0.994339,0.221259,2,3,0,0.665724
-8.97988,0.674353,0.327791,2,3,0,0.503619
-8.88567,0.931594,0.261481,2,3,0,0.565923
-9.22265,0.884751,0.341999,2,3,0,0.799158
-8.91617,1,0.408093,1,1,0,0.681196
-8.91617,0.000156506,0.604992,1,1,0,0.681196
-8.87085,0.999618,0.135194,3,7,0,0.588168
-9.77723,0.899674,0.200532,2,3,0,0.912138
-9.04138,1,0.245818,1,1,0,0.74276
-9.51527,0.732146,0.362651,1,1,0,0.865094
-10.0226,0.765763,0.324287,1,1,0,0.950347
-10.0226,0.43441,0.308849,1,1,0,0.950347
-10.4625,0.945301,0.159883,1,1,0,1.0098
-13.6739,0.484743,0.212308,1,1,0,1.30356
-13.4589,1,0.121316,1,1,0,1.28788
-13.4589,1.99645e-186,2.84327,1,1,0,1.28788
-13.4589,0,6.63923,1,1,1,1.28788
-9.39566,1,0.654624,2,3,0,0.840437
-8.86754,0.971295,0.681793,2,3,0,0.597681
-9.42155,0.90677,0.849555,2,3,0,0.845993
-8.87692,0.87198,1.00258,2,3,0,0.577206
-8.86948,1,1.14194,2,3,0,0.591508
-8.87375,0.993586,2.01765,1,1,0,0.582381
-8.87375,8.041e-43,3.61385,1,1,0,0.582381
-9.05872,0.995439,0.286071,4,15,0,0.749149
-10.0445,0.937314,0.527362,3,5,0,0.267118
-10.0445,0.757612,0.817413,1,1,0,0.267118
-10.0445,0.68652,0.72295,1,1,0,0.267118
-8.87828,0.917645,0.514803,2,3,0,0.575212
-8.8661,0.985798,0.759478,2,3,0,0.614449
-8.8661,0.783263,1.38181,1,1,0,0.614449
-9.06467,0.876363,1.34023,1,1,0,0.751275
-9.06467,0.0337554,1.73096,1,1,0,0.751275
-9.27856,0.997192,0.173482,3,5,0,0.813417
-10.425,0.979433,0.326942,3,7,0,1.00509
-9.65999,0.998824,0.579091,3,5,0,0.328618
-8.93973,1,1.07689,1,1,0,0.524455
-9.54347,0.412908,1.98983,1,1,0,0.350107
-8.95626,0.999392,0.660718,2,3,0,0.515323
-8.95626,0.608516,1.21202,2,3,0,0.515323
-8.95569,0.966189,0.720459,2,3,0,0.705051
-9.54392,0.734619,1.19034,1,1,0,0.870653
-9.74139,0.927113,1.01771,1,1,0,0.906144
-9.74139,0.836276,1.49137,2,3,0,0.906144
-9.49969,1,1.68982,1,1,0,0.358656
-9.49969,0.0842897,2.99177,2,3,1,0.358656
-8.8953,0.991178,0.436317,3,5,0,0.664515
-8.95372,0.987733,0.755636,1,1,0,0.70401
-8.92486,1,1.28509,1,1,0,0.68708
-8.92486,0.104855,2.23846,1,1,0,0.68708
-8.94763,0.993159,0.367216,3,7,0,0.7007
-8.93113,0.99686,0.628943,2,3,0,0.691063
-9.34158,0.903485,1.0784,2,3,0,0.828376
-9.34158,0.147705,1.44259,1,1,0,0.828376
-9.64797,0.988274,0.279827,2,3,0,0.889916
-9.71413,0.994687,0.466473,1,1,0,0.901502
-9.72285,0.999717,0.784149,3,7,0,0.317678
-8.98874,1,1.32448,2,3,0,0.721129
-8.98874,0.202191,2.22148,1,1,0,0.721129
-8.90705,0.999628,0.520889,3,7,0,0.546235
-9.27287,0.893829,0.87205,2,3,0,0.812012
-8.9368,1,1.12162,2,3,0,0.694497
-8.9368,0.151949,1.85569,1,1,0,0.694497
-9.00044,0.99466,0.402005,2,3,0,0.726285
-8.9407,0.937254,0.656661,3,7,0,0.696783
-8.9407,0.744222,1.86126,1,1,0,0.696783
-8.9407,0,16.8176,1,1,1,0.696783
-8.87006,1,2.47627,1,1,0,0.590026
-8.87006,2.86824e-06,3.24265,1,1,0,0.590026
-8.93658,0.997654,0.290684,4,15,0,0.526306
-8.93249,1,0.437292,3,7,0,0.528778
-8.95415,0.999119,0.729072,2,3,0,0.516438
-8.8693,0.976492,1.28411,2,3,0,0.628687
-8.8693,0.952998,2.17911,1,1,0,0.628687
-8.8724,0.991328,3.49626,1,1,0,0.635763
-8.8724,3.58831e-25,6.38789,1,1,0,0.635763
-8.86749,0.999758,0.511026,3,5,0,0.597858
-8.90901,0.991747,0.969051,2,3,0,0.544725
-9.12155,0.854906,1.79105,1,1,0,0.770177
-9.12155,0.239561,2.15299,1,1,0,0.770177
-9.11754,1,0.384427,1,1,0,0.768919
-9.09094,0.947534,0.730709,2,3,0,0.760303
-9.96375,0.771624,1.17446,2,3,0,0.279086
-10.1362,0.984353,1.10104,2,3,0,0.254012
-8.96044,1,1.96038,1,1,0,0.707527
-8.96044,0.0123118,3.62526,1,1,0,0.707527
-10.0331,0.986555,0.358008,4,15,0,0.951891
-9.59876,0.996615,0.639599,3,7,0,0.880976
-8.93659,0.872423,1.16561,2,3,0,0.526302
-9.05639,0.942176,1.47049,1,1,0,0.472365
-8.88054,1,2.25577,1,1,0,0.572133
-8.88054,1.26899e-09,4.04725,1,1,0,0.572133
-8.93282,0.995773,0.433446,2,3,0,0.528574
-9.35024,0.962581,0.771827,2,3,0,0.390323
-11.3825,0.486377,1.24199,1,1,0,0.108804
-10.2795,0.971912,0.538146,3,5,0,0.986216
-10.1848,1,0.883879,1,1,0,0.973412
-10.1848,0.2118,1.55313,1,1,0,0.973412
-10.7152,0.995125,0.329167,4,9,0,0.180417
-11.0399,0.992003,0.570283,2,3,0,0.144193
-9.15859,0.990942,0.971343,2,3,0,0.439309
-9.90452,0.561111,1.636,2,3,0,0.932528
-9.90336,0.999428,0.898363,3,7,0,0.288326
-9.85322,0.888132,1.53474,2,3,0,0.296204
-9.85322,0.357166,1.9581,1,1,0,0.296204
-9.72588,1,0.649605,1,1,0,0.317161
-8.86903,0.991402,1.10047,2,3,0,0.627922
-8.87784,0.995592,1.81048,2,3,0,0.575847
-8.87784,1.03908e-07,2.98767,1,1,0,0.575847
-8.8672,0.999989,0.424096,3,7,0,0.599071
-9.08028,0.875847,0.709532,3,7,0,0.463967
-9.06877,1,0.872367,1,1,0,0.467954
-9.30918,0.891481,1.44158,1,1,0,0.399856
-8.86622,1,1.82539,1,1,0,0.604965
-8.87355,0.985141,2.98044,1,1,0,0.582742
-8.87355,0.000117247,4.66783,1,1,0,0.582742
-8.86963,0.997522,0.723933,2,3,0,0.629544
-9.19471,0.919437,1.17071,2,3,0,0.791613
-9.12033,1,1.57068,2,3,0,0.769794
-8.98134,0.518515,2.52582,2,3,0,0.502937
-11.2691,0.385811,1.34561,1,1,0,0.120238
-11.8024,0.96555,0.534721,1,1,0,0.0685819
-8.88432,1,0.793727,2,3,0,0.567471
-8.86689,0.997379,1.26645,2,3,0,0.620098
-10.7026,0.185629,1.99747,1,1,0,0.181879
-9.76974,1,0.519709,2,3,0,0.309778
-8.8786,0.999957,0.824193,3,7,0,0.645909
-9.21467,0.909224,1.29979,2,3,0,0.42364
-8.89639,1,1.6738,2,3,0,0.665511
-9.78753,0.246311,2.61507,1,1,0,0.306835
-8.95806,0.999689,0.804121,3,7,0,0.514379
-8.87953,1,1.25419,1,1,0,0.573469
-8.87953,0.0156412,1.94769,1,1,0,0.573469
-8.88595,0.999845,0.375519,2,3,0,0.565606
-8.86593,0.993712,0.583911,3,7,0,0.610302
-9.24308,0.920554,0.892044,2,3,0,0.416183
-9.0109,0.847851,1.16501,2,3,0,0.489966
-9.13845,0.95127,1.30518,1,1,0,0.445299
-9.07378,1,1.80692,2,3,0,0.754471
-9.0594,1,2.75466,1,1,0,0.749395
-9.0594,3.1846e-69,4.1812,1,1,0,0.749395
-9.22104,0.991531,0.832135,2,3,0,0.798733
-9.764,0.940353,1.24381,2,3,0,0.909939
-9.16592,0.997718,1.67085,2,3,0,0.43718
-9.16592,0.117163,2.50953,2,3,0,0.43718
-8.88693,0.988779,0.652229,2,3,0,0.564532
-11.1364,0.750511,0.96293,2,3,0,0.133966
-11.9492,0.86355,0.886004,1,1,0,0.0552061
-9.02539,1,1.01807,2,3,0,0.73658
-8.90535,0.558764,1.52434,2,3,0,0.547572
-10.0495,0.87701,0.965583,2,3,0,0.95428
-8.91864,0.95911,1.13588,2,3,0,0.537759
-9.29913,0.868462,1.56235,2,3,0,0.818417
-9.29913,0.0616443,1.80126,1,1,0,0.818417
-9.00124,0.978279,0.44565,3,7,0,0.494043
-8.87009,0.992376,0.635502,3,5,0,0.58995
-8.97124,0.971879,0.927713,2,3,0,0.712928
-8.86776,0.948638,1.29869,2,3,0,0.596843
-9.19557,0.796931,1.73541,1,1,0,0.428825
-8.95183,1,1.74322,2,3,0,0.702993
-8.95183,0.00191453,2.5527,1,1,0,0.702993
-8.93509,0.995728,0.588703,2,3,0,0.693475
-8.96754,0.994542,0.856404,1,1,0,0.711113
-9.15013,0.937569,1.23919,1,1,0,0.778877
-9.15013,0.536064,1.61092,2,3,0,0.778877
-9.15013,0.111303,2.01395,1,1,0,0.778877
-9.15013,0,5.75753,1,1,0,0.778877
-8.96586,0.982644,0.602777,3,7,0,0.710273
-8.87966,0.999956,0.620304,3,7,0,0.573303
-8.92324,0.975703,0.854198,2,3,0,0.534653
-9.81632,0.794993,1.25707,2,3,0,0.30213
-8.86622,0.997303,1.14868,2,3,0,0.615661
-12.2296,0.0519179,2.02434,1,1,0,1.19016
-12.2732,0.999667,0.188637,1,1,0,1.19391
-10.013,0.999423,0.34646,4,15,0,0.948937
-10.0472,0.998978,0.647268,2,3,0,0.953941
-10.07,0.992759,1.21825,1,1,0,0.957244
-10.07,0.0675871,2.25441,1,1,0,0.957244
-9.83882,0.998878,0.229068,2,3,0,0.92217
-10.08,0.996741,0.436464,3,7,0,0.958683
-8.93992,1,0.822582,3,7,0,0.696331
-8.87111,1,1.55617,1,1,0,0.633085
-8.87111,0.192599,2.92124,1,1,0,0.633085
-9.01269,0.984423,0.470615,3,7,0,0.731448
-8.89794,0.971333,0.844368,2,3,0,0.55378
-8.86698,0.881945,1.44444,2,3,0,0.62054
-8.86698,0.623177,1.88141,1,1,0,0.62054
-8.86796,0.981504,1.14305,2,3,0,0.624567
-8.86796,0.118057,1.9851,1,1,0,0.624567
-8.99722,0.987173,0.283727,4,15,0,0.495787
-9.08569,0.993417,0.502298,3,5,0,0.758543
-8.90192,0.964349,0.896563,2,3,0,0.550368
-9.99103,0.709627,1.46061,2,3,0,0.274996
-9.5482,1,1.16106,1,1,0,0.3492
-9.1543,1,2.06598,1,1,0,0.440567
-9.1543,3.12474e-19,3.64116,1,1,0,0.440567
-8.87962,0.998378,0.420483,3,5,0,0.647325
-9.53585,0.897921,0.740606,2,3,0,0.8691
-8.8753,1,0.988209,2,3,0,0.57975
-8.8753,0.531161,1.72019,1,1,0,0.57975
-10.8392,0.695915,0.865118,2,3,0,0.166236
-9.32052,0.982664,0.675929,3,7,0,0.397181
-9.05831,1,1.11353,1,1,0,0.471671
-9.05831,0.0227221,1.90313,1,1,0,0.471671
-9.10602,0.999103,0.267181,2,3,0,0.455428
-8.88541,0.999727,0.456736,3,7,0,0.566213
-9.26208,0.932788,0.77569,2,3,0,0.411352
-9.08772,1,1.10616,2,3,0,0.461449
-9.07461,1,1.85309,1,1,0,0.465916
-9.07461,1.80921e-05,3.08119,1,1,0,0.465916
-9.09638,0.999694,0.443608,2,3,0,0.458572
-8.88428,0.962072,0.739059,3,5,0,0.653157
-9.10441,0.953222,1.11669,2,3,0,0.764726
-9.668,0.713854,1.64248,2,3,0,0.893473
-8.8851,0.986435,1.36171,2,3,0,0.566572
-8.87531,1,2.15153,1,1,0,0.640951
-8.87531,1.04496e-18,3.4877,1,1,0,0.640951
-8.86617,0.999878,0.548681,3,5,0,0.605465
-8.93459,0.986577,0.891338,2,3,0,0.527501
-8.9467,0.994949,1.39559,1,1,0,0.520489
-8.9467,0.0119021,2.21448,1,1,0,0.520489
-9.11776,0.991401,0.375929,3,5,0,0.451687
-9.19444,0.994228,0.593072,1,1,0,0.429136
-9.30444,0.954688,0.936246,2,3,0,0.400985
-8.94166,1,1.34586,1,1,0,0.523337
-9.78594,0.439742,2.12933,1,1,0,0.307097
-9.05862,0.8745,0.976751,2,3,0,0.749114
-8.87299,1,1.17011,2,3,0,0.636893
-8.98334,0.923144,1.83758,1,1,0,0.502011
-8.88172,1,2.43121,1,1,0,0.650057
-8.88172,0.0293085,3.7823,1,1,0,0.650057
-9.3819,0.879781,0.734935,2,3,0,0.383245
-8.89531,0.999387,0.886902,3,7,0,0.664519
-8.90719,0.998396,1.37531,2,3,0,0.546125
-9.15031,0.791308,2.11797,1,1,0,0.77893
-9.15031,0.00823823,2.10512,1,1,0,0.77893
-8.96091,0.994847,0.410283,2,3,0,0.707767
-8.9761,0.99872,0.626777,1,1,0,0.71527
-9.18686,0.958329,0.960829,2,3,0,0.789435
-12.9221,0.232053,1.34989,1,1,0,1.24706
-11.1882,1,0.430214,2,3,0,1.09211
-11.1119,1,0.658013,1,1,0,1.08413
-9.65134,1,1.00207,1,1,0,0.890517
-8.9977,0.998027,1.51953,2,3,0,0.725099
-9.10839,0.883293,2.28563,1,1,0,0.766006
-8.89954,1,2.7259,1,1,0,0.552378
-8.89954,2.71981e-35,4.08801,1,1,0,0.552378
-8.88487,1,0.852855,1,1,0,0.566833
-8.91429,0.996533,1.28103,2,3,0,0.540813
-10.522,0.286333,1.90379,1,1,0,1.01718
-9.58268,0.993761,0.710221,3,7,0,0.342683
-10.7004,0.922699,1.04875,2,3,0,0.18214
-9.03592,1,1.34592,1,1,0,0.479992
-8.89941,1,1.99817,1,1,0,0.66818
-8.89941,0.152983,2.95584,1,1,0,0.66818
-8.87762,0.995761,0.873454,3,7,0,0.644511
-8.98363,0.967139,1.2819,2,3,0,0.501876
-9.11296,0.814373,1.77668,2,3,0,0.453206
-8.87168,1,1.84449,1,1,0,0.586364
-8.87168,0.00412025,2.70578,1,1,0,0.586364
-8.86615,0.999689,0.622746,3,5,0,0.605683
-8.96395,0.96119,0.914171,2,3,0,0.709316
-8.92695,1,1.24606,2,3,0,0.688431
-8.92695,0.523243,1.81889,1,1,0,0.688431
-8.947,0.994729,1.10837,1,1,0,0.700349
-8.92298,1,1.59813,2,3,0,0.534825
-8.9144,1,2.31937,1,1,0,0.540738
-8.9144,6.37414e-11,3.35587,1,1,0,0.540738
-9.20981,0.978458,0.803219,3,7,0,0.424944
-9.04527,1,1.11958,1,1,0,0.476453
-9.04527,0.559233,1.6173,1,1,0,0.476453
-9.22564,0.957022,1.06528,1,1,0,0.420726
-8.93122,1,1.42232,1,1,0,0.529558
-8.93122,0.62855,2.04374,1,1,0,0.529558
-8.90765,0.999988,1.52606,2,3,0,0.545769
-8.90765,0.42068,2.18598,1,1,0,0.545769
-8.87582,0.967658,1.13868,2,3,0,0.641767
-8.97287,0.951829,1.53954,1,1,0,0.713721
-8.97287,0.378913,2.02074,1,1,0,0.713721
-9.28525,0.940002,0.986863,2,3,0,0.815058
-8.91701,0.82349,1.26874,2,3,0,0.681785
-9.04378,0.969215,1.33406,2,3,0,0.477011
-9.51822,0.792314,1.79725,2,3,0,0.865672
-9.33124,0.978511,1.78938,2,3,0,0.394681
-8.87959,1,2.44095,1,1,0,0.573387
-8.87959,0.00127398,3.44492,1,1,0,0.573387
-8.92742,0.981757,0.906397,2,3,0,0.688729
-9.09929,0.944689,1.24197,1,1,0,0.76306
-9.91916,0.638689,1.59623,1,1,0,0.93479
-9.40312,1,1.23152,1,1,0,0.842053
-9.12912,1,1.73162,1,1,0,0.772526
-9.12912,0.0112923,2.42911,1,1,0,0.772526
-8.97447,0.999731,0.668371,2,3,0,0.714492
-8.92459,0.968207,0.937981,3,7,0,0.533768
-8.92459,0.607653,1.24739,2,3,0,0.533768
-9.04803,0.940042,0.920295,2,3,0,0.745246
-8.97311,1,1.16698,1,1,0,0.713837
-9.15839,0.899972,1.62798,1,1,0,0.781309
-8.91193,1,1.92848,1,1,0,0.678142
-8.91193,0.0737201,2.68005,1,1,0,0.678142
-9.23785,0.8991,0.842264,2,3,0,0.417534
-8.87364,0.979709,0.996746,2,3,0,0.638087
-9.18819,0.91489,1.33966,2,3,0,0.430867
-9.39462,0.890054,1.62143,1,1,0,0.380464
-8.86906,1,1.88453,1,1,0,0.592669
-9.11495,0.699427,2.60269,1,1,0,0.452573
-9.11495,0.423757,2.23596,1,1,0,0.452573
-8.86692,0.973439,1.24792,2,3,0,0.620244
-10.3442,0.42162,1.65046,1,1,0,0.225955
-8.87249,1,0.92214,2,3,0,0.584732
-8.86601,0.999895,1.26994,2,3,0,0.61312
-8.86933,0.997831,1.74524,1,1,0,0.591905
-8.86933,0.568818,2.38622,1,1,0,0.591905
-9.12794,0.85468,1.68204,1,1,0,0.772161
-9.12794,0.821096,1.84275,1,1,0,0.772161
-9.12794,0.698446,1.91657,1,1,0,0.772161
-8.94968,1,1.6526,1,1,0,0.701826
-8.94968,0.565385,2.25688,1,1,0,0.701826
-9.18169,0.900245,1.59073,2,3,0,0.787989
-8.88468,1,1.86479,1,1,0,0.567052
-8.88468,0.116348,2.53887,1,1,0,0.567052
-9.98499,0.815467,0.912827,2,3,0,0.275898
-10.3032,0.941149,0.94241,1,1,0,0.23132
-8.86658,0.943521,1.17404,2,3,0,0.61834
-8.87059,0.97726,1.46596,2,3,0,0.588757
-8.87059,0.395681,1.92232,1,1,0,0.588757
-8.8667,0.939374,1.06179,2,3,0,0.619089
-8.8667,0.734804,1.31556,2,3,0,0.619089
-8.87578,0.997311,1.20376,2,3,0,0.57896
-8.88034,0.997431,1.62174,1,1,0,0.57239
-8.99039,0.893673,2.1817,1,1,0,0.721867
-8.99039,0.0453154,2.51731,1,1,0,0.721867
-8.92308,0.96426,0.840905,2,3,0,0.534764
-8.92308,0.877457,1.07718,2,3,0,0.534764
-9.12445,0.938215,1.21477,1,1,0,0.449594
-8.88592,1,1.49502,2,3,0,0.565645
-8.89138,0.998425,2.00953,2,3,0,0.660773
-8.89138,0.0145424,2.69081,1,1,0,0.660773
-8.86599,0.998553,0.874546,2,3,0,0.607939
-8.86599,0.266147,1.17196,2,3,0,0.607939
-9.20635,0.950191,0.550159,3,7,0,0.42588
-8.86622,0.967285,0.687867,3,5,0,0.615669
-8.88066,0.996391,0.880206,2,3,0,0.571975
-8.90232,0.993632,1.17235,1,1,0,0.550034
-8.90232,0.187743,1.55311,1,1,0,0.550034
-8.88245,0.992734,0.658345,3,7,0,0.56971
-8.95788,0.912582,0.871064,3,7,0,0.706199
-11.3547,0.700474,1.0283,2,3,0,1.10909
-10.5067,0.889078,0.900941,2,3,0,1.01529
-9.84163,1,1.02822,1,1,0,0.922621
-9.1376,1,1.36897,1,1,0,0.77512
-9.1376,0.0938216,1.8201,1,1,0,0.77512
-9.18463,0.866422,0.686796,2,3,0,0.431862
-8.95794,0.977145,0.759087,3,7,0,0.514444
-8.93582,1,0.977193,2,3,0,0.52676
-9.3052,0.903208,1.29665,2,3,0,0.819872
-9.18029,0.521516,1.50409,2,3,0,0.433079
-9.06814,1,1.03275,1,1,0,0.468173
-9.84307,0.732731,1.3674,1,1,0,0.297823
-10.2491,0.871717,1.25522,1,1,0,0.238524
-8.86965,0.993361,1.39298,2,3,0,0.629599
-8.86965,4.81082e-06,1.8229,1,1,0,0.629599
-9.70219,0.939946,0.619443,3,7,0,0.899446
-8.88147,0.965548,0.754552,2,3,0,0.649743
-8.86598,0.993019,0.95058,2,3,0,0.60817
-8.86598,4.91997e-33,4.96542,1,1,0,0.60817
-8.86598,0,11.5946,1,1,1,0.60817
-8.87529,0.998787,1.14322,2,3,0,0.64092
-9.06523,0.961062,1.18682,2,3,0,0.751474
-9.06523,0.508302,1.4359,2,3,0,0.751474
-9.02894,0.981241,0.515812,3,7,0,0.482695
-11.12,0.905971,0.794297,3,7,0,1.08499
-10.8791,1,1.03145,1,1,0,1.05891
-8.8922,1,1.86284,1,1,0,0.559097
-8.8922,0.375743,3.44803,1,1,0,0.559097
-9.01622,0.953855,0.898062,2,3,0,0.732899
-8.87024,0.988235,1.4667,2,3,0,0.58959
-9.05937,0.794255,2.68157,1,1,0,0.471292
-9.05937,1.874e-05,2.6679,1,1,0,0.471292
-8.91322,0.995635,0.223793,4,13,0,0.679083
-9.10578,0.991246,0.424511,3,7,0,0.765166
-8.94188,1,0.79027,2,3,0,0.697462
-9.51153,0.804634,1.50094,1,1,0,0.864358
-9.03708,1,1.56405,1,1,0,0.741128
-9.03708,0.0510422,2.93368,1,1,0,0.741128
-9.09318,0.998712,0.321922,2,3,0,0.761046
-9.27446,0.992498,0.604209,2,3,0,0.812406
-9.33082,0.996153,1.10268,2,3,0,0.825896
-10.9076,0.44049,2.0143,2,3,0,0.158602
-9.54329,0.998506,0.73463,3,5,0,0.870532
-9.22928,1,1.3428,1,1,0,0.800905
-10.4983,0.278051,2.44022,1,1,0,0.206411
-9.17622,0.964204,0.57791,3,7,0,0.434232
-9.41693,0.964021,0.947995,1,1,0,0.375662
-8.96596,0.911676,1.54155,2,3,0,0.710325
-9.1055,0.965364,2.1545,2,3,0,0.455597
-9.1055,0.186459,3.46465,1,1,0,0.455597
-9.54106,0.928436,0.678205,3,7,0,0.35057
-8.87572,0.980368,0.98974,2,3,0,0.579068
-8.88857,0.99411,1.64737,1,1,0,0.562775
-11.2091,0.0439334,2.81972,1,1,0,0.126396
-11.0329,0.99838,0.401256,2,3,0,0.144951
-11.0671,0.997194,0.696144,1,1,0,0.14129
-8.86762,0.988487,1.19376,2,3,0,0.597363
-8.92128,0.964798,1.98556,1,1,0,0.684716
-8.98341,0.326269,3.0864,2,3,0,0.501978
-8.96832,0.998327,0.958955,3,7,0,0.711499
-9.58423,0.854136,1.61837,2,3,0,0.87828
-9.58423,0.352851,1.8969,2,3,0,0.87828
-9.11409,1,0.647327,2,3,0,0.767828
-10.183,0.886943,1.08733,3,7,0,0.247518
-8.87172,1,1.37863,2,3,0,0.58628
-9.04777,0.85566,2.28645,1,1,0,0.745148
-8.86603,1,2.6672,1,1,0,0.613433
-8.86603,2.60654e-05,4.37269,1,1,0,0.613433
-10.965,0.882138,0.674395,3,5,0,0.152301
-11.0262,0.992686,0.840955,1,1,0,0.145663
-10.8557,1,1.35207,1,1,0,0.164385
-8.91053,1,2.19707,1,1,0,0.543574
-8.91053,0.00514932,3.54771,1,1,0,0.543574
