# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=8
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=110970316
# chain_id=1
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./norm_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,mu
-8.86937,0.0447716,2.01611,1,1,0,0.628855
-8.87772,0.996371,0.333588,3,7,0,0.576023
-10.6903,0.772617,0.549396,3,5,0,0.183314
-8.88617,0.983849,0.528424,3,5,0,0.655304
-9.32483,0.791167,1.67304,1,1,0,0.824503
-9.32483,0,16.4638,1,1,1,0.824503
-9.32483,9.93346e-05,2.48628,1,1,0,0.824503
-9.20079,0.999098,0.230027,3,5,0,0.793281
-8.88292,0.999253,0.298106,4,9,0,0.651545
-9.06402,0.994321,0.453192,3,5,0,0.751044
-9.04071,0.974812,0.745413,2,3,0,0.742508
-9.33201,0.920636,1.21983,1,1,0,0.826171
-9.65867,0.828472,1.73768,1,1,0,0.891821
-8.98513,1,1.88045,1,1,0,0.719488
-8.98513,0.181916,3.52871,1,1,0,0.719488
-10.146,0.974384,0.501758,3,7,0,0.968025
-10.1177,0.856418,0.87817,3,7,0,0.256622
-10.3098,0.959524,1.06183,1,1,0,0.230451
-10.3098,0.027386,1.77276,2,3,0,0.230451
-12.1737,0.995525,0.164119,5,23,0,1.18533
-12.0727,1,0.309279,1,1,0,1.17648
-11.3856,1,0.586755,1,1,0,1.11217
-10.8471,1,1.104,1,1,0,1.05533
-8.87776,1,2.0585,1,1,0,0.644719
-8.87776,1.05887e-06,3.80185,1,1,0,0.644719
-8.90931,0.996932,0.361562,3,7,0,0.544491
-8.91541,0.999486,0.665245,1,1,0,0.540018
-9.22823,0.885842,1.22099,2,3,0,0.420043
-9.10846,0.404545,1.599,2,3,0,0.766029
-8.9269,0.991006,0.52706,3,7,0,0.532276
-9.2959,0.967189,0.932498,3,7,0,0.817642
-9.0265,1,1.5284,1,1,0,0.737018
-9.0265,5.3451e-06,2.72219,1,1,0,0.737018
-9.03278,0.999984,0.30343,3,7,0,0.739472
-9.64643,0.974085,0.542529,3,5,0,0.331033
-9.41757,1,0.895505,1,1,0,0.375527
-9.1199,1,1.57201,1,1,0,0.451014
-9.1199,0.00458497,2.73441,1,1,0,0.451014
-8.86602,0.998342,0.33698,3,7,0,0.613305
-9.00885,0.979171,0.585561,3,7,0,0.729853
-8.88701,0.929978,0.959422,2,3,0,0.656238
-9.15441,0.918935,1.37334,2,3,0,0.440533
-10.7876,0.645456,1.90019,2,3,0,1.04859
-9.36772,1,1.30286,1,1,0,0.834286
-8.98569,1,2.20275,1,1,0,0.719741
-8.98569,0.0448144,3.69498,1,1,0,0.719741
-8.8694,0.992933,0.568755,3,7,0,0.62896
-9.18093,0.944102,0.939552,2,3,0,0.787774
-8.97832,1,1.36659,2,3,0,0.504352
-9.44998,0.630045,2.26584,1,1,0,0.368728
-9.51313,0.868756,1.52238,2,3,0,0.356001
-9.51313,0.483841,1.82624,2,3,0,0.356001
-9.88225,0.947957,0.871182,1,1,0,0.29162
-10.304,0.879621,1.26259,1,1,0,0.231213
-10.5539,0.891806,1.54976,1,1,0,0.19959
-10.9867,0.774547,1.95185,2,3,0,1.07074
-11.7295,0.61065,1.86563,1,1,0,1.14532
-9.62143,1,1.22158,1,1,0,0.885131
-8.90004,1,1.96624,1,1,0,0.668721
-8.90004,0.0758201,3.14563,1,1,0,0.668721
-8.8939,0.999437,0.615229,3,5,0,0.557463
-8.92883,0.979273,0.984208,2,3,0,0.689623
-9.0641,0.93118,1.4962,2,3,0,0.751074
-9.0641,0.29041,2.03308,1,1,0,0.751074
-9.1333,0.999165,0.666536,3,7,0,0.77381
-9.54693,0.794877,1.05289,3,7,0,0.349443
-8.92386,0.93954,1.05811,2,3,0,0.686428
-8.90243,1,1.45626,1,1,0,0.670729
-9.21515,0.734217,2.27563,1,1,0,0.423511
-8.86621,1,1.99792,1,1,0,0.605121
-9.25867,0.486856,3.10055,1,1,0,0.412211
-8.86601,0.999864,1.60825,2,3,0,0.607568
-8.86601,5.56459e-08,2.48576,1,1,0,0.607568
-8.87066,0.999114,0.466998,3,7,0,0.632069
-8.89682,0.998329,0.721996,3,5,0,0.554775
-8.9074,0.98861,1.10916,2,3,0,0.674716
-8.91013,0.998564,1.66234,1,1,0,0.676798
-8.91013,0.145323,2.53214,1,1,0,0.676798
-8.92926,0.998368,0.668924,1,1,0,0.689896
-8.96612,0.965042,1.01875,2,3,0,0.510271
-9.0767,0.984535,1.4439,2,3,0,0.465195
-8.86607,1,2.12098,1,1,0,0.614062
-8.86607,0.000241828,3.20136,1,1,0,0.614062
-8.93346,0.995621,0.653321,3,5,0,0.528185
-8.86632,0.996193,0.979153,2,3,0,0.61654
-8.95656,0.827211,1.46332,2,3,0,0.705513
-8.95656,0.35544,1.56194,1,1,0,0.705513
-9.20293,0.974084,0.661112,2,3,0,0.793864
-9.02222,1,0.942529,1,1,0,0.735321
-8.91541,0.753391,1.40831,2,3,0,0.680657
-9.07285,0.950369,1.30181,1,1,0,0.754148
-8.95536,0.983734,1.75877,2,3,0,0.515795
-8.91004,0.575615,2.52584,2,3,0,0.676729
-8.86825,1,1.66101,1,1,0,0.625562
-8.99576,0.863867,2.45269,1,1,0,0.496423
-8.99576,0.0537446,2.79074,1,1,0,0.496423
-8.97446,1,0.691184,1,1,0,0.506186
-8.86747,0.993579,1.01918,2,3,0,0.622741
-8.87849,0.995407,1.47989,1,1,0,0.645765
-8.87849,0.981682,2.14921,1,1,0,0.645765
-8.87849,0.0372816,3.03332,1,1,0,0.645765
-8.87507,1,0.750313,1,1,0,0.640559
-9.03241,0.954429,1.09671,2,3,0,0.481343
-11.5795,0.34974,1.47036,1,1,0,0.0895465
-11.5795,2.13847e-10,2.61985,1,1,0,0.0895465
-11.5795,0,6.11752,1,1,1,0.0895465
-9.73863,0.992909,0.603184,3,5,0,0.905678
-9.52793,1,0.61646,1,1,0,0.867566
-9.79322,0.986895,0.832662,2,3,0,0.914774
-9.79322,0.366234,1.25116,1,1,0,0.914774
-9.43534,0.995768,0.305402,2,3,0,0.848899
-9.30565,0.988849,0.521728,3,5,0,0.400695
-9.54106,0.958431,0.909446,1,1,0,0.35057
-9.15143,1,1.47571,1,1,0,0.441413
-9.34637,0.722262,2.76655,1,1,0,0.391202
-9.34637,0.124738,2.16972,1,1,0,0.391202
-9.17862,1,0.26069,4,15,0,0.433552
-9.69349,0.964699,0.498081,2,3,0,0.322737
-10.5191,0.904231,0.850699,3,7,0,1.01682
-9.40953,1,1.20065,2,3,0,0.377245
-10.3425,0.350627,2.2696,1,1,0,0.994508
-10.1347,1,0.585816,1,1,0,0.966445
-8.98136,1,1.10609,2,3,0,0.502927
-13.004,0.0233302,2.0698,1,1,0,1.25346
-13.1524,0.998778,0.208616,2,3,0,1.26489
-12.2284,0.999583,0.390951,3,7,0,1.19006
-12.0157,1,0.727201,1,1,0,1.17143
-10.3311,1,1.34079,2,3,0,0.993016
-9.82742,0.348993,2.4473,2,3,0,0.300336
-9.5645,1,0.688416,1,1,0,0.346099
-8.98578,1,1.25134,2,3,0,0.500891
-8.87514,1,2.25194,1,1,0,0.580002
-8.87514,5.06195e-16,4.01294,1,1,0,0.580002
-8.86657,0.998418,0.447524,3,5,0,0.618291
-9.1678,0.946215,0.797139,3,7,0,0.436638
-8.87087,0.993935,1.22049,2,3,0,0.632554
-9.18844,0.734648,2.11018,1,1,0,0.430797
-9.18844,0.672424,1.80867,1,1,0,0.430797
-9.03321,1,1.31775,1,1,0,0.481035
-8.86631,1,2.28316,1,1,0,0.616443
-8.86631,0.0779857,3.92155,1,1,0,0.616443
-9.0798,0.984613,0.61409,3,7,0,0.756543
-9.33449,0.944332,1.01555,1,1,0,0.826743
-9.83141,0.859822,1.50386,2,3,0,0.92098
-9.859,0.993653,1.78756,2,3,0,0.925387
-9.859,1.40024e-16,2.96556,1,1,0,0.925387
-10.0201,0.994106,0.41024,1,1,0,0.949978
-10.0515,0.998934,0.683497,2,3,0,0.954574
-8.87796,0.934895,1.14379,2,3,0,0.645005
-10.0224,0.517315,1.62514,1,1,0,0.270357
-9.93333,1,0.835548,2,3,0,0.283709
-9.16461,1,1.38442,1,1,0,0.437557
-9.16461,0.327064,2.27779,1,1,0,0.437557
-9.0728,1,0.753898,1,1,0,0.466543
-9.59732,0.93572,1.23691,2,3,0,0.339964
-10.8622,0.628492,1.73424,2,3,0,1.05702
-8.88516,0.969309,1.18453,2,3,0,0.566499
-8.99587,0.925791,1.78716,1,1,0,0.724297
-9.0494,0.525069,2.42694,2,3,0,0.474923
-9.15166,0.962141,1.31558,1,1,0,0.441347
-9.15166,0.0434092,1.93599,1,1,0,0.441347
-10.3338,0.980978,0.35757,4,9,0,0.993365
-9.26934,0.978325,0.550544,2,3,0,0.811137
-9.57394,0.94955,0.838184,2,3,0,0.876354
-9.14778,1,1.19124,2,3,0,0.442497
-9.14778,0.90645,1.88373,2,3,0,0.442497
-9.14778,0.40895,2.41441,2,3,0,0.442497
-9.08851,0.942822,1.04587,2,3,0,0.75949
-9.0422,1,1.45073,2,3,0,0.477606
-8.87831,1,2.2669,1,1,0,0.575167
-8.87831,5.24742e-17,3.52433,1,1,0,0.575167
-8.87877,0.999829,0.650474,3,5,0,0.646155
-8.90188,0.998281,1.0128,2,3,0,0.670279
-8.92505,0.949913,1.56415,2,3,0,0.533471
-8.92505,0.000339582,2.17286,1,1,0,0.533471
-8.92523,0.999993,0.417096,1,1,0,0.533355
-8.8841,0.998237,0.644844,2,3,0,0.56773
-9.17522,0.745552,0.98875,2,3,0,0.786157
-8.86893,0.990897,0.899494,2,3,0,0.627652
-8.86893,0.680908,1.35026,2,3,0,0.627652
-8.96373,0.978993,1.07665,2,3,0,0.709206
-9.78496,0.767861,1.56976,2,3,0,0.913415
-10.0966,0.859536,1.49241,1,1,0,0.961058
-8.88485,1,1.70471,1,1,0,0.566855
-10.1847,0.15361,2.57083,1,1,0,0.973391
-8.87649,0.984075,0.723873,3,7,0,0.642814
-8.86968,0.886607,1.05801,2,3,0,0.590988
-8.97461,0.970597,1.27288,2,3,0,0.714561
-8.91566,1,1.80066,2,3,0,0.539838
-8.91566,0.364593,2.68802,1,1,0,0.539838
-9.04639,0.94089,1.17128,2,3,0,0.744639
-9.04639,0.349332,1.55778,2,3,0,0.744639
-9.34951,0.973733,0.665824,3,7,0,0.830185
-8.87123,0.98849,0.942592,2,3,0,0.633336
-9.64777,0.804416,1.36796,2,3,0,0.88988
-8.86675,0.997874,1.39752,2,3,0,0.601319
-8.86675,0.150971,2.05377,1,1,0,0.601319
-9.53477,0.959339,0.615936,3,5,0,0.351784
-9.58787,0.997271,0.8425,2,3,0,0.341716
-9.03515,1,1.2331,1,1,0,0.480286
-9.50841,0.713666,1.80797,1,1,0,0.35693
-9.66981,0.950952,1.55971,2,3,0,0.893793
-9.66981,0.540749,2.08128,1,1,0,0.893793
-9.02677,1,1.31015,1,1,0,0.737126
-9.54272,0.66392,1.908,1,1,0,0.350251
-9.50895,0.831133,1.50727,2,3,0,0.86385
-9.16968,0.873838,1.61279,2,3,0,0.436098
-9.12431,1,1.8622,2,3,0,0.771036
-9.12431,0.64158,2.69146,1,1,0,0.771036
-9.61708,0.637248,2.04774,1,1,0,0.336334
-9.82143,0.751257,1.5493,2,3,0,0.91937
-9.82143,0.102759,1.43705,1,1,0,0.91937
-10.7434,0.953893,0.425559,2,3,0,1.04353
-9.20924,0.951022,0.566337,3,5,0,0.4251
-8.89705,1,0.748242,3,7,0,0.666103
-8.90184,0.858844,1.07428,2,3,0,0.550427
-9.01063,0.964808,1.20404,2,3,0,0.730596
-9.41076,0.795496,1.61928,1,1,0,0.843694
-9.94497,0.735663,1.62334,1,1,0,0.938742
-9.65799,0.902611,1.46854,2,3,0,0.328973
-9.65799,0.567313,1.76855,2,3,0,0.328973
-9.03392,1,1.20144,2,3,0,0.480762
-10.6405,0.609869,1.70578,2,3,0,1.03148
-13.6847,0.779936,1.24879,2,3,0,-0.0836637
-10.8114,1,1.22031,1,1,0,0.169372
-10.1342,1,1.72589,2,3,0,0.254294
-10.1342,0.0122366,2.43494,1,1,0,0.254294
-10.1576,0.973019,0.659911,3,7,0,0.969645
-10.766,0.900039,0.890974,1,1,0,1.04612
-9.12048,1,1.06375,2,3,0,0.450833
-9.16068,0.883618,1.49602,2,3,0,0.781977
-9.16068,0.582691,1.73328,1,1,0,0.781977
-11.1185,0.527042,1.22481,1,1,0,1.08483
-9.41328,0.997553,0.792068,3,7,0,0.844233
-9.12193,1,1.10542,2,3,0,0.770297
-9.06312,0.896277,1.54543,2,3,0,0.46995
-9.06312,0.00460928,1.82271,1,1,0,0.46995
-8.87451,0.969968,0.509684,3,7,0,0.639613
-8.94414,0.992121,0.678399,3,5,0,0.698746
-9.02055,0.981743,0.93385,2,3,0,0.734649
-8.87097,0.986045,1.26174,2,3,0,0.5879
-8.94859,0.951537,1.71317,1,1,0,0.70123
-9.40099,0.620935,2.19782,1,1,0,0.841592
-9.85359,0.860636,1.66832,2,3,0,0.296146
-9.85359,0.69088,1.85154,2,3,0,0.296146
-9.77094,1,1.57233,2,3,0,0.911095
-9.74982,0.748388,2.17008,2,3,0,0.31311
-9.0409,1,2.01711,1,1,0,0.478094
-9.0409,0.00132601,2.77628,1,1,0,0.478094
-9.0463,0.99989,0.808092,3,7,0,0.744605
-8.87128,0.990009,1.11291,2,3,0,0.633462
-8.871,0.998755,1.50656,2,3,0,0.587827
-8.871,0.00295052,2.06337,1,1,0,0.587827
-8.90411,0.997174,0.611406,3,7,0,0.67211
-8.91954,0.997652,0.835974,1,1,0,0.683535
-8.90234,0.979983,1.14175,2,3,0,0.670662
-9.15643,0.920202,1.51521,2,3,0,0.780732
-9.15643,0.798287,1.83339,2,3,0,0.780732
-8.98662,1,1.84258,1,1,0,0.720168
-8.98662,0.268256,2.51059,1,1,0,0.720168
-9.23593,0.932319,1.13537,1,1,0,0.802642
-8.92338,0.779008,1.397,2,3,0,0.534567
-8.87893,1,1.36492,1,1,0,0.574301
-8.87893,0.362557,1.85475,1,1,0,0.574301
-8.87685,0.996019,0.974424,2,3,0,0.643372
-8.93548,0.886282,1.31526,2,3,0,0.69371
-10.2631,0.518299,1.50666,1,1,0,0.984033
-10.2435,1,1.00188,3,7,0,0.239275
-11.8874,0.76021,1.35675,2,3,0,1.15988
-12.9484,0.893484,1.28999,2,3,0,1.24912
-12.9693,0.996632,1.49116,2,3,0,-0.03008
-9.14404,1,2.0023,1,1,0,0.77706
-9.35621,0.714126,2.69762,1,1,0,0.831704
-9.35621,0.568591,2.39556,1,1,0,0.831704
-9.35621,0.76013,1.72398,1,1,0,0.831704
-9.50604,0.971989,1.63904,2,3,0,0.357397
-9.51835,0.988065,2.11523,1,1,0,0.354977
-9.51835,1.16399e-08,2.78985,1,1,0,0.354977
-8.9272,0.919347,0.891097,2,3,0,0.688592
-9.01146,0.979334,1.0661,1,1,0,0.73094
-8.88569,1,1.38813,1,1,0,0.654774
-8.88569,0.0300552,1.85885,1,1,0,0.654774
-8.89194,0.999463,0.627384,1,1,0,0.661323
-8.90394,0.998156,0.839904,1,1,0,0.671973
-9.20995,0.936719,1.12068,2,3,0,0.795768
-9.7439,0.85859,1.36937,2,3,0,0.314106
-8.96177,1,1.49774,1,1,0,0.512466
-9.6045,0.572007,1.99639,1,1,0,0.33864
-9.69881,0.985692,1.46052,2,3,0,0.898861
-9.69881,0.181902,1.9057,1,1,0,0.898861
-9.30952,1,0.8114,1,1,0,0.8209
-8.95181,1,1.08007,2,3,0,0.702982
-8.89071,0.90903,1.4357,2,3,0,0.560574
-8.89071,0.264578,1.68071,1,1,0,0.560574
-8.96882,0.993467,0.808722,3,7,0,0.508931
-8.867,0.997909,1.06391,2,3,0,0.620659
-8.86649,1,1.40635,1,1,0,0.617789
-8.86649,0.180521,1.86186,1,1,0,0.617789
-9.11875,0.94845,0.803977,2,3,0,0.451375
-9.33595,0.984815,0.99216,2,3,0,0.393593
-8.8981,0.982741,1.28516,2,3,0,0.667037
-8.95541,0.957221,1.65801,2,3,0,0.704907
-8.95541,0.410796,2.06401,1,1,0,0.704907
-9.00514,0.867079,1.22756,2,3,0,0.728294
-9.00649,0.962909,0.67649,3,7,0,0.728863
-9.00649,0,9.097,1,1,1,0.728863
-9.00649,0.741612,1.50698,2,3,0,0.728863
-8.86851,1,1.06025,2,3,0,0.626379
-8.86851,0.850575,1.64229,1,1,0,0.626379
-9.09986,0.801512,1.79552,1,1,0,0.457428
-9.09986,0.420696,1.74044,1,1,0,0.457428
-10.2516,0.931567,0.522559,2,3,0,0.238191
-8.86857,1,0.770849,2,3,0,0.594114
-9.08336,0.877118,1.43449,1,1,0,0.462921
-8.98812,1,1.82673,1,1,0,0.720845
-8.98812,5.02685e-11,3.44096,1,1,0,0.720845
-9.27173,0.994723,0.277604,3,5,0,0.811731
-8.94137,0.959626,0.518438,3,7,0,0.523503
-8.94918,0.99827,0.864926,1,1,0,0.519123
-8.87804,1,1.61959,1,1,0,0.575546
-8.87804,0.256176,3.02667,1,1,0,0.575546
-9.34772,0.927428,0.57839,2,3,0,0.390895
-9.30945,1,0.867393,1,1,0,0.399793
-9.30945,0.000406973,1.60874,1,1,0,0.399793
-9.30115,1,0.150068,1,1,0,0.401771
-9.26248,0.996349,0.279841,3,7,0,0.411252
-8.89487,0.930424,0.511193,2,3,0,0.664115
-8.90302,0.999634,0.76342,3,7,0,0.549457
-8.90302,0.0642548,1.38261,1,1,0,0.549457
-8.89859,1,0.171256,2,3,0,0.553204
-9.44768,0.985511,0.311392,4,15,0,0.369203
-9.21815,0.972696,0.53821,2,3,0,0.42271
-9.13637,0.901222,0.88944,3,7,0,0.774745
-9.13637,0.289189,1.19651,1,1,0,0.774745
-8.86707,0.999115,0.29967,3,5,0,0.620981
-8.92131,0.991397,0.52807,2,3,0,0.684736
-10.1033,0.779493,0.902968,2,3,0,0.962013
-9.63814,1,0.868901,2,3,0,0.888154
-8.87191,1,1.50087,1,1,0,0.585907
-8.87191,0.0503021,2.56994,1,1,0,0.585907
-8.92,0.998321,0.366322,3,7,0,0.683845
-10.6464,0.863324,0.62611,3,5,0,0.188489
-9.96589,1,0.750302,1,1,0,0.278765
-9.41452,1,1.27028,1,1,0,0.376177
-10.0104,0.447262,2.13351,1,1,0,0.272122
-10.2628,0.980915,0.887458,2,3,0,0.236688
-8.86861,1,1.41406,1,1,0,0.59397
-8.86861,0.103608,2.34603,1,1,0,0.59397
-8.92442,0.996086,0.427181,3,7,0,0.533884
-9.20696,0.90085,0.702825,2,3,0,0.79496
-8.92787,0.99989,0.911646,2,3,0,0.689014
-8.92787,0.130961,1.49512,1,1,0,0.689014
-8.9062,0.999988,0.305494,4,15,0,0.673773
-8.86595,0.995692,0.50141,2,3,0,0.611446
-11.9104,0.711348,0.809215,2,3,0,1.16196
-10.4887,0.995978,0.666819,3,7,0,1.01308
-10.1158,1,1.06798,1,1,0,0.963781
-10.1158,0.106132,1.71586,1,1,0,0.963781
-10.0764,0.997769,0.351788,2,3,0,0.958167
-10.1276,0.886131,0.562829,2,3,0,0.965446
-9.44236,0.99986,0.694926,3,7,0,0.370308
