# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=8
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=110970316
# chain_id=3
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./norm_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,mu
-8.86852,1,0.857089,2,3,0,0.626401
-10.0795,0.689196,1.41117,2,3,0,0.262058
-10.6269,0.841759,1.09815,1,1,0,0.190807
-8.97537,1,1.23142,1,1,0,0.505753
-8.86616,1,2.00187,1,1,0,0.615127
-8.86616,0.0532617,3.23329,1,1,0,0.615127
-9.12158,0.989935,0.573693,3,7,0,0.450487
-9.13397,0.999621,0.906877,3,7,0,0.774014
-9.34658,0.868296,1.45713,2,3,0,0.829519
-9.34658,0.00778283,1.72451,1,1,0,0.829519
-8.86625,0.997436,0.289355,3,7,0,0.615995
-10.1315,0.932118,0.46171,3,7,0,0.254684
-10.3293,0.979539,0.632766,1,1,0,0.227893
-9.31637,0.881805,0.960011,2,3,0,0.398155
-9.31637,0.6366,1.16728,1,1,0,0.398155
-8.91077,0.956866,0.825565,2,3,0,0.67728
-8.91077,0.592156,1.18107,2,3,0,0.67728
-8.88227,0.988221,0.761267,2,3,0,0.569935
-8.94392,0.978543,1.16108,1,1,0,0.522052
-8.94392,0.13421,1.72601,1,1,0,0.522052
-9.13449,0.901778,0.420074,3,7,0,0.774172
-8.87936,0.999869,0.531018,3,7,0,0.646973
-9.22742,0.961021,0.823785,2,3,0,0.800417
-10.6661,0.597064,1.17202,1,1,0,1.03451
-12.1908,0.787005,0.775834,1,1,0,1.18681
-11.0902,1,0.765782,1,1,0,1.08184
-8.96082,1,1.17467,2,3,0,0.707724
-8.96082,0.0690983,1.79374,1,1,0,0.707724
-9.09672,0.997288,0.405169,3,7,0,0.762214
-9.00208,0.986009,0.615905,3,5,0,0.493684
-8.97914,0.962959,0.911142,2,3,0,0.716707
-9.18168,0.868793,1.28154,2,3,0,0.432689
-9.4397,0.861669,1.48694,1,1,0,0.370862
-9.4397,0.00580253,1.69833,1,1,0,0.370862
-9.23194,1,0.353489,2,3,0,0.419072
-9.75952,0.974818,0.533766,3,7,0,0.909192
-9.68709,0.987871,0.763932,3,7,0,0.323851
-10.1967,0.846906,1.11779,1,1,0,0.245635
-9.10407,1,1.23797,1,1,0,0.456059
-8.87989,1,1.84364,1,1,0,0.572996
-8.87989,4.87112e-20,2.73545,1,1,0,0.572996
-8.91301,0.983817,0.590985,2,3,0,0.678935
-9.13832,0.967338,0.851386,2,3,0,0.775337
-8.86718,0.923759,1.18464,2,3,0,0.599193
-8.86718,0.624047,1.51301,1,1,0,0.599193
-9.22089,0.908528,1.09462,2,3,0,0.798692
-9.22089,0.122877,1.35599,1,1,0,0.798692
-9.05498,1,0.385039,2,3,0,0.747796
-8.99345,0.998083,0.567133,3,7,0,0.497442
-8.96972,1,0.829581,2,3,0,0.508486
-9.00357,0.99569,1.21381,2,3,0,0.727624
-9.00357,0.356994,1.75626,1,1,0,0.727624
-9.22188,0.883994,0.78554,2,3,0,0.421719
-8.98065,0.945565,0.925693,2,3,0,0.717415
-8.99507,0.994428,1.21838,1,1,0,0.723947
-8.86698,1,1.74798,1,1,0,0.600103
-8.86698,1.10593e-05,2.52565,1,1,0,0.600103
-8.96296,0.989711,0.603701,3,7,0,0.708816
-8.95997,1,0.857438,3,7,0,0.513387
-9.36997,0.849001,1.23688,1,1,0,0.385886
-10.1677,0.680102,1.36077,1,1,0,0.249624
-9.43996,1,1.10969,2,3,0,0.370809
-9.43996,0.169232,1.59221,2,3,0,0.370809
-9.39543,1,0.53028,1,1,0,0.380287
-9.62395,0.95545,0.760855,3,7,0,0.335086
-9.19851,1,1.00741,1,1,0,0.428016
-9.02045,1,1.43797,1,1,0,0.486062
-9.02045,0.0776637,2.04708,1,1,0,0.486062
-8.99132,0.988772,0.593688,3,7,0,0.722286
-9.09512,0.976539,0.829532,2,3,0,0.761688
-8.90264,0.982335,1.13228,2,3,0,0.549767
-9.07368,0.936153,1.55731,2,3,0,0.754435
-9.07368,0.0153601,1.97582,1,1,0,0.754435
-10.0407,0.966925,0.527284,3,7,0,0.952997
-9.06113,1,0.706074,2,3,0,0.750013
-9.24142,0.95427,0.997411,1,1,0,0.804063
-9.13654,1,1.30197,2,3,0,0.445877
-9.27418,0.962189,1.83079,2,3,0,0.812338
-9.27418,1.8853e-12,2.41188,1,1,0,0.812338
-9.39484,0.987012,0.644322,1,1,0,0.84026
-9.61947,0.955048,0.885773,1,1,0,0.884774
-8.90102,0.976325,1.15281,2,3,0,0.551115
-8.8869,1,1.55085,2,3,0,0.656111
-8.89025,0.815994,2.1643,2,3,0,0.561043
-8.89025,0.107988,2.23324,1,1,0,0.561043
-8.8721,0.994454,0.729901,2,3,0,0.635161
-8.89678,0.991321,1.00863,2,3,0,0.554815
-8.89674,1,1.38384,2,3,0,0.665825
-8.89674,0.0129148,1.92135,1,1,0,0.665825
-8.94051,0.995215,0.547251,3,7,0,0.524001
-9.17643,0.903479,0.754643,2,3,0,0.786501
-8.8828,1,0.89734,2,3,0,0.569276
-8.86861,0.996082,1.24232,2,3,0,0.626689
-9.96048,0.436428,1.70579,1,1,0,0.941093
-11.6353,0.664648,0.966736,1,1,0,1.13645
-10.5869,1,0.7872,1,1,0,1.02507
-9.5256,1,1.08582,1,1,0,0.867113
-9.65881,0.97509,1.49475,2,3,0,0.328827
-9.97169,0.727122,1.97547,1,1,0,0.277891
-9.83182,1,1.77302,2,3,0,0.921046
-9.9436,0.841754,2.43003,1,1,0,0.938533
-8.86851,1,2.60342,1,1,0,0.626394
-8.86851,2.72093e-05,3.55735,1,1,0,0.626394
-8.86851,0.827946,1.04497,2,3,0,0.626394
-8.99014,0.95007,1.09811,2,3,0,0.721754
-8.98432,0.960244,1.39,2,3,0,0.501561
-8.94492,1,1.78448,2,3,0,0.699191
-8.94492,0.000327526,2.42987,1,1,0,0.699191
-8.9464,0.962569,0.727524,2,3,0,0.520659
-8.9079,1,0.936952,1,1,0,0.545573
-8.93972,0.986596,1.27474,1,1,0,0.524459
-9.18916,0.829094,1.6968,1,1,0,0.430598
-9.18916,0.200867,1.78148,1,1,0,0.430598
-9.08849,0.903838,0.732266,3,7,0,0.759483
-9.14325,0.903851,0.861002,2,3,0,0.44385
-9.28009,0.877034,1.01147,2,3,0,0.406879
-8.88171,0.987759,1.14097,2,3,0,0.650051
-9.10636,0.890608,1.51454,2,3,0,0.765356
-9.22865,0.969305,1.73984,2,3,0,0.419933
-9.22865,4.27053e-05,2.24171,1,1,0,0.419933
-9.04962,0.9829,0.697832,3,7,0,0.474841
-8.90893,0.989984,0.918124,2,3,0,0.544785
-8.90144,1,1.21869,1,1,0,0.550762
-9.68626,0.576869,1.63889,1,1,0,0.896679
-9.80771,0.95596,1.19208,1,1,0,0.917144
-10.1502,0.939133,1.50199,2,3,0,0.96861
-10.1502,0.11558,1.84489,1,1,0,0.96861
-10.224,0.990794,0.692903,1,1,0,0.978762
-9.31529,1,0.917351,2,3,0,0.822265
-9.12163,1,1.22882,1,1,0,0.770202
-12.42,0.0977587,1.64357,1,1,0,0.0143298
-9.7938,1,0.60799,3,5,0,0.91487
-9.91612,0.993033,0.813425,2,3,0,0.934322
-8.9013,1,1.07601,2,3,0,0.669791
-8.87807,0.919275,1.4354,2,3,0,0.575511
-8.87807,0.0952428,1.70654,1,1,0,0.575511
-9.15525,0.914336,0.636755,3,7,0,0.440286
-9.1436,0.986384,0.752654,2,3,0,0.443746
-8.97435,1,0.983135,2,3,0,0.506239
-9.58495,0.761661,1.3071,1,1,0,0.34226
-10.2759,0.755975,1.24553,1,1,0,0.234935
-9.08666,1,1.17779,1,1,0,0.461807
-9.27143,0.889009,1.56195,1,1,0,0.409017
-9.18273,1,1.77451,1,1,0,0.432393
-9.18273,0.000256839,2.34782,1,1,0,0.432393
-9.18273,0.963485,0.784521,1,1,0,0.432393
-9.24709,0.748538,0.98784,2,3,0,0.80552
-9.71008,0.901616,0.925816,1,1,0,0.900806
-8.96807,0.878402,1.06972,2,3,0,0.711373
-9.13325,0.940132,1.19669,1,1,0,0.773794
-8.9586,1,1.45514,1,1,0,0.706576
-8.87647,1,1.91731,1,1,0,0.642784
-8.87647,2.433e-06,2.52307,1,1,0,0.642784
-8.92975,0.991925,0.859713,2,3,0,0.690199
-9.12891,0.936911,1.11971,1,1,0,0.772462
-8.99577,1,1.35279,1,1,0,0.724252
-8.99577,0.460158,1.77711,1,1,0,0.724252
-8.86613,1,1.13244,2,3,0,0.614796
-8.87724,0.993618,1.4864,1,1,0,0.643949
-8.87724,0.656831,1.93213,1,1,0,0.643949
-9.10721,0.857012,1.60344,1,1,0,0.765627
-9.3047,0.921083,1.73662,2,3,0,0.400923
-10.1604,0.392444,2.04652,1,1,0,0.250634
-8.87748,1,1.19923,2,3,0,0.576363
-8.89401,0.989452,1.56819,1,1,0,0.557369
-8.89401,0.550524,2.02006,1,1,0,0.557369
-8.97819,0.954155,1.46153,1,1,0,0.504414
-9.54754,0.61924,1.79596,1,1,0,0.871347
-9.73337,0.962528,1.42371,2,3,0,0.904786
-11.3824,0.260801,1.76719,1,1,0,0.108819
-11.3824,0.617496,0.879788,1,1,0,0.108819
-9.27664,1,0.697907,2,3,0,0.40773
-9.26627,1,0.909463,1,1,0,0.410304
-8.89743,0.914572,1.18382,2,3,0,0.55423
-8.89013,1,1.37866,2,3,0,0.561165
-8.86678,1,1.79103,1,1,0,0.60116
-8.86678,1.73893e-05,2.32422,1,1,0,0.60116
-8.8914,0.991336,0.836191,2,3,0,0.660786
-8.88063,0.987707,1.07367,2,3,0,0.648667
-8.87891,0.993158,1.37082,2,3,0,0.574327
-8.87891,0.68303,1.76064,1,1,0,0.574327
-8.9293,0.969958,1.5229,1,1,0,0.530752
-8.89101,1,1.89688,1,1,0,0.560277
-9.07909,0.744417,2.45214,1,1,0,0.464374
-9.07909,0.00140136,2.29256,1,1,0,0.464374
-10.0743,0.872649,0.839856,2,3,0,0.262811
-10.9658,0.819517,0.924945,1,1,0,0.152214
-10.3963,1,0.952507,1,1,0,0.21923
-9.4593,1,1.22983,1,1,0,0.366806
-9.26976,1,1.58631,2,3,0,0.409432
-9.26976,0.0296892,2.04406,1,1,0,0.409432
-9.20431,0.856094,0.785011,2,3,0,0.794242
-8.88217,0.942117,0.84603,2,3,0,0.570057
-8.86613,1,1.01428,2,3,0,0.605961
-8.88397,0.994606,1.3055,2,3,0,0.567879
-8.88397,0.0350403,1.66753,1,1,0,0.567879
-9.64984,0.947724,0.650807,3,7,0,0.890249
-9.66464,0.999207,0.784918,2,3,0,0.892881
-9.66464,0.785909,1.00782,1,1,0,0.892881
-10.6049,0.784326,0.994971,1,1,0,1.02725
-10.8089,0.950128,0.980418,1,1,0,1.05101
-10.0809,1,1.18332,1,1,0,0.958815
-9.20547,1,1.51678,1,1,0,0.794556
-9.17637,1,1.94242,1,1,0,0.434188
-9.17637,0.0125371,2.4852,1,1,0,0.434188
-8.98835,1,0.95797,2,3,0,0.499723
-8.9159,0.966185,1.22613,2,3,0,0.53967
-8.9159,0.912698,1.50509,1,1,0,0.53967
-8.86603,1,1.73067,1,1,0,0.613406
-8.9198,0.933775,2.20972,1,1,0,0.683711
-8.91333,1,2.603,1,1,0,0.679167
-8.91333,4.58142e-41,3.31811,1,1,0,0.679167
-9.427,0.804321,1.27452,1,1,0,0.847146
-9.27237,0.906518,1.28603,2,3,0,0.811888
-9.33059,0.896703,1.46606,2,3,0,0.825842
-9.66826,0.839057,1.65106,2,3,0,0.327154
-11.3939,0.257614,1.73538,1,1,0,1.113
-10.3925,1,0.91398,1,1,0,1.00095
-11.2348,0.91418,1.16368,2,3,0,1.09693
-10.1003,1,1.33732,1,1,0,0.96158
-10.0373,1,1.70009,2,3,0,0.268175
-10.0373,0.274352,2.15945,1,1,0,0.268175
-8.88159,0.888337,1.16598,2,3,0,0.6499
-9.08373,0.599423,1.29857,2,3,0,0.462794
-9.0505,1,1.02993,1,1,0,0.474517
-9.02369,1,1.30716,1,1,0,0.484766
-9.14353,0.743345,1.65765,2,3,0,0.443767
-9.4342,0.86998,1.5565,2,3,0,0.84866
-10.8463,0.5647,1.69435,2,3,0,0.165437
-10.489,1,1.29254,2,3,0,0.20757
-10.9038,0.754652,1.63647,2,3,0,1.06166
-9.62928,1,1.55756,1,1,0,0.886555
-8.91117,1,1.96981,1,1,0,0.677578
-8.91065,1,2.4892,1,1,0,0.67719
-8.91065,0.115587,3.14309,2,3,0,0.67719
-9.01983,0.585822,1.43152,2,3,0,0.486312
-9.01983,0.709834,1.12269,2,3,0,0.486312
-8.91177,0.983032,1.01605,2,3,0,0.678021
-8.87169,1,1.25814,1,1,0,0.634326
-8.87169,0.645915,1.58734,1,1,0,0.634326
-9.52445,0.738064,1.33525,1,1,0,0.866889
-9.27095,1,1.2484,1,1,0,0.811537
-9.01504,1,1.57326,1,1,0,0.732417
-9.01504,0.0698128,1.98116,1,1,0,0.732417
-8.91106,0.976973,0.867135,2,3,0,0.543179
-9.12989,0.932029,1.06405,2,3,0,0.772762
-9.24159,0.956158,1.24011,1,1,0,0.804107
-8.86598,1,1.48451,1,1,0,0.612514
-8.86598,0.182122,1.8661,1,1,0,0.612514
-8.91712,0.809089,0.933083,2,3,0,0.538814
-8.96399,0.93586,0.946322,2,3,0,0.709336
-8.88823,1,1.10649,2,3,0,0.657542
-8.9842,0.968773,1.38952,2,3,0,0.71906
-8.90139,1,1.68381,1,1,0,0.669868
-8.90139,0.033365,2.11161,1,1,0,0.669868
-9.05583,0.971683,0.900002,2,3,0,0.748104
-10.1888,0.702003,1.0939,1,1,0,0.97396
-9.22029,0.883539,0.98441,2,3,0,0.422142
-9.26391,0.995569,1.0841,2,3,0,0.410892
-9.44942,0.956457,1.3514,2,3,0,0.368844
-9.44942,0.538507,1.61211,2,3,0,0.368844
-9.44942,0.141056,1.21092,1,1,0,0.368844
-9.04326,0.98473,0.587068,3,7,0,0.477207
-8.86712,0.99282,0.722813,2,3,0,0.599469
-8.86712,0.976385,0.897332,2,3,0,0.599469
-9.23258,0.905748,1.09333,2,3,0,0.80177
-8.89918,0.557916,1.23206,2,3,0,0.667984
-8.87035,0.99992,0.948143,2,3,0,0.631344
-8.915,0.971989,1.1842,2,3,0,0.680363
-8.99638,0.729728,1.43362,2,3,0,0.496152
-8.89416,1,1.33185,1,1,0,0.557223
-8.89416,0.156887,1.66107,1,1,0,0.557223
-9.4922,0.939094,0.827735,3,7,0,0.860527
-9.21846,1,0.966321,1,1,0,0.798046
-8.90506,1,1.20456,2,3,0,0.672871
-8.90506,0.538313,1.50057,1,1,0,0.672871
-8.99096,0.889076,1.1341,2,3,0,0.722122
-9.39849,0.846292,1.25267,1,1,0,0.841051
-9.00389,1,1.32088,1,1,0,0.727761
-9.00389,0.00453623,1.64311,1,1,0,0.727761
-8.94198,0.99987,0.700754,3,5,0,0.523156
-9.60941,0.74453,0.871826,2,3,0,0.882936
-9.69243,0.995127,0.824483,2,3,0,0.897753
-9.64728,1,1.01968,1,1,0,0.889792
-9.64728,0.764803,1.2669,1,1,0,0.889792
-9.64728,0.706053,1.22393,1,1,0,0.889792
-8.99268,0.782678,1.11076,2,3,0,0.72289
-8.89048,0.83178,1.09399,2,3,0,0.659863
-11.083,0.473197,1.13523,2,3,0,0.139598
-11.4161,0.981736,0.80513,2,3,0,0.105472
-9.38247,1,0.979659,2,3,0,0.383119
-9.5258,0.982104,1.21461,2,3,0,0.867151
-10.3796,0.424863,1.4768,2,3,0,0.221376
-9.04347,1,0.996836,2,3,0,0.477129
-9.64232,0.787986,1.23475,1,1,0,0.33177
-11.9738,0.402541,1.2229,1,1,0,0.0529923
-11.9738,0.945225,0.807834,1,1,0,0.0529923
-10.9959,1,0.944173,1,1,0,0.148935
-8.87323,0.983123,1.16821,2,3,0,0.637345
-8.87272,1,1.41927,2,3,0,0.584292
-8.92782,0.956725,1.75402,1,1,0,0.688984
-8.92782,1.90977e-05,2.07081,1,1,0,0.688984
-8.87462,0.998142,0.901647,2,3,0,0.639805
-9.26971,0.69602,1.11187,2,3,0,0.811228
-9.85746,0.952507,1.00104,2,3,0,0.925143
-8.87063,0.811104,1.1765,2,3,0,0.588668
-9.94717,0.478806,1.19366,2,3,0,0.939076
-9.35337,1,0.858547,1,1,0,0.831061
-9.643,0.918677,1.05932,1,1,0,0.889026
-8.93924,1,1.2011,1,1,0,0.695933
-8.93924,0.629543,1.48048,2,3,0,0.695933
-8.91796,0.976367,1.24543,2,3,0,0.682451
-8.91796,0.0519956,1.49735,1,1,0,0.682451
-8.9473,0.996295,0.696376,1,1,0,0.700515
-9.65796,0.794273,0.854754,2,3,0,0.328977
-9.24602,0.959595,0.852585,2,3,0,0.415427
-9.54607,0.849562,1.00712,2,3,0,0.871065
-8.954,0.957629,1.0627,2,3,0,0.516519
-9.37775,0.320604,1.25189,2,3,0,0.384159
-8.86594,0.960744,0.770264,2,3,0,0.60978
-8.86668,0.998285,0.910255,2,3,0,0.601732
-9.08578,0.868464,1.11704,2,3,0,0.758572
-8.86696,0.976781,1.20092,2,3,0,0.620484
-8.92932,0.96679,1.44068,1,1,0,0.689929
-8.92932,9.57789e-05,1.71009,1,1,0,0.689929
-8.866,0.995018,0.763474,2,3,0,0.612919
-10.4785,0.679111,0.932795,2,3,0,1.01181
-9.07146,0.998622,0.828302,3,7,0,0.467012
-9.76794,0.829213,1.01505,1,1,0,0.310078
-12.0725,0.833022,1.04845,2,3,0,0.0442114
-12.0725,0.80345,1.08701,1,1,0,0.0442114
-13.209,0.701209,1.09394,1,1,0,-0.0485208
-13.209,0.876068,0.993674,1,1,0,-0.0485208
-8.97716,0.900707,1.07549,2,3,0,0.715776
-8.97716,0.574857,1.19284,2,3,0,0.715776
-10.9409,0.670245,0.955319,2,3,0,1.06574
-9.73619,1,0.841907,1,1,0,0.905264
-9.56849,1,1.03073,1,1,0,0.875328
-9.16563,0.99568,1.26126,2,3,0,0.437264
-9.42607,0.916909,1.53598,2,3,0,0.846951
-9.33192,1,1.72905,2,3,0,0.394523
-9.33192,0.000962528,2.11284,1,1,0,0.394523
-8.90044,0.998725,0.959939,2,3,0,0.551615
-8.867,0.981439,1.17179,2,3,0,0.60002
-8.86861,0.999168,1.40551,1,1,0,0.593974
-9.08974,0.84392,1.71481,1,1,0,0.759901
-9.45129,0.737944,1.79462,1,1,0,0.368457
-8.9893,1,1.692,1,1,0,0.721379
-8.9893,5.10015e-05,2.06407,1,1,0,0.721379
-9.11955,0.970209,0.943226,1,1,0,0.769552
-8.906,0.974401,1.11777,2,3,0,0.547056
-9.00852,0.699912,1.3295,2,3,0,0.729715
-9.20154,0.82208,1.20856,2,3,0,0.793486
-9.20154,0.505827,1.23814,1,1,0,0.793486
-12.1856,0.592396,0.931635,2,3,0,1.18636
-12.4741,0.933436,0.763222,3,7,0,0.00980608
-10.3501,1,0.871799,1,1,0,0.225184
-10.0164,1,1.06206,1,1,0,0.271242
-8.96336,1,1.29323,1,1,0,0.511657
-8.91166,0.967666,1.57398,2,3,0,0.542734
-8.91166,0.199928,1.85574,1,1,0,0.542734
-9.65163,0.806222,1.04052,2,3,0,0.890569
-8.94454,0.957098,1.04966,2,3,0,0.521702
-10.101,0.635852,1.22487,1,1,0,0.258996
-9.46805,1,1.04822,1,1,0,0.365018
-10.0903,0.76821,1.27432,1,1,0,0.26052
-8.86594,0.999769,1.239,2,3,0,0.610958
-9.48002,0.695611,1.50494,1,1,0,0.858082
-8.91461,1,1.36456,1,1,0,0.680085
-8.87933,1,1.65689,1,1,0,0.646923
-8.87933,0.316556,2.01094,1,1,0,0.646923
-8.87369,1,1.26887,2,3,0,0.582504
-8.87609,0.994718,1.53979,2,3,0,0.578485
-8.87609,0.050388,1.85833,1,1,0,0.578485
-8.90975,0.974672,0.911323,2,3,0,0.676516
-8.89296,0.871324,1.07923,2,3,0,0.662314
-9.134,0.932533,1.15799,2,3,0,0.44665
-9.00109,1,1.31668,1,1,0,0.49411
-9.00109,0.635548,1.59561,1,1,0,0.49411
-8.99602,1,1.36825,2,3,0,0.724363
-8.99602,0.579164,1.65732,1,1,0,0.724363
-9.11089,0.947001,1.34777,1,1,0,0.766808
-9.11089,0.354191,1.55214,1,1,0,0.766808
-8.88843,1,1.02135,2,3,0,0.65775
-8.98906,0.960644,1.23646,1,1,0,0.72127
-8.99994,0.994112,1.44182,1,1,0,0.72607
-9.4959,0.677479,1.73445,1,1,0,0.359409
-9.42853,1,1.54899,2,3,0,0.373206
-9.42853,0.68127,1.87278,1,1,0,0.373206
-10.2751,0.686164,1.67876,2,3,0,0.985632
-10.1896,1,1.51211,2,3,0,0.974075
-10.1896,6.73056e-05,1.82708,1,1,0,0.974075
-9.60359,1,0.866992,2,3,0,0.881867
-9.41946,1,1.04778,1,1,0,0.84555
-9.00424,1,1.26575,1,1,0,0.727912
-8.86652,1,1.52843,1,1,0,0.602704
-8.88331,0.985198,1.84487,1,1,0,0.652006
-9.2468,0.633012,2.1955,1,1,0,0.415228
-8.87033,1,1.88348,1,1,0,0.58938
-8.87033,0.000404216,2.27152,1,1,0,0.58938
-8.93665,0.893928,1.0849,2,3,0,0.526266
-8.93665,0.78683,1.18632,2,3,0,0.526266
-9.22617,0.934332,1.17473,2,3,0,0.800089
-9.25481,0.995603,1.333,2,3,0,0.413187
-9.16283,0.790029,1.60009,2,3,0,0.438072
-9.66265,0.816866,1.58867,2,3,0,0.892528
-10.6761,0.500901,1.6168,1,1,0,1.03569
-9.08111,0.719524,1.23056,2,3,0,0.463687
-9.08111,0.689664,1.14551,1,1,0,0.463687
-8.96587,1,1.03767,2,3,0,0.510393
-9.06638,0.98306,1.24949,2,3,0,0.751881
-9.04284,1,1.48082,2,3,0,0.477366
-9.22185,0.862162,1.78173,1,1,0,0.421727
-9.22185,0.296809,1.88939,1,1,0,0.421727
-8.86637,0.998428,1.19581,2,3,0,0.616896
-8.86637,0.627727,1.43623,1,1,0,0.616896
-9.29175,0.887089,1.23024,2,3,0,0.404035
-8.88181,0.993608,1.33469,2,3,0,0.570498
-8.88181,0.0694621,1.59492,1,1,0,0.570498
-9.48406,0.83131,0.823246,2,3,0,0.858895
-9.20772,1,0.849204,1,1,0,0.795165
-8.98281,0.960646,1.02058,2,3,0,0.502255
-10.0048,0.688416,1.18317,1,1,0,0.272955
-9.60424,1,1.07203,1,1,0,0.338687
-8.92875,1,1.28734,1,1,0,0.531101
-8.92875,0.235988,1.5453,1,1,0,0.531101
-8.92875,0.851224,0.93123,2,3,0,0.531101
-8.92992,0.96664,0.977619,2,3,0,0.690305
-10.8351,0.611294,1.1385,2,3,0,1.05398
-10.609,1,0.963085,2,3,0,1.02773
-9.14863,1,1.15533,1,1,0,0.778429
-9.06227,0.999705,1.38545,2,3,0,0.750421
-8.879,1,1.66035,1,1,0,0.646469
-9.44519,0.557155,1.98959,1,1,0,0.369721
-9.19459,0.754288,1.60393,2,3,0,0.429093
-8.87091,1,1.54268,1,1,0,0.632641
-8.87091,0.00193292,1.84772,1,1,0,0.632641
-8.88827,0.987493,0.908619,2,3,0,0.563092
-8.86898,0.993688,1.0764,2,3,0,0.627774
-9.05443,0.946927,1.28178,2,3,0,0.747596
-10.1152,0.627237,1.46369,2,3,0,0.963702
-10.5677,0.546083,1.25798,2,3,0,1.02276
-10.5677,0.459677,1.00637,1,1,0,1.02276
-9.7556,1,0.746061,1,1,0,0.908535
-9.37799,0.813748,0.892935,2,3,0,0.384108
-9.33446,1,0.906067,1,1,0,0.393936
-9.06216,1,1.08385,1,1,0,0.470293
-9.05791,1,1.29606,1,1,0,0.471816
-8.86617,1,1.54927,1,1,0,0.615159
-8.86617,0.0819501,1.85132,1,1,0,0.615159
-8.86612,0.844606,0.985625,2,3,0,0.614644
-8.90595,0.822295,1.02743,2,3,0,0.673576
-8.93462,0.99178,1.05014,1,1,0,0.693196
-8.93462,0.599817,1.24545,2,3,0,0.693196
-8.86953,1,1.04711,2,3,0,0.629288
-8.9103,0.958678,1.25042,2,3,0,0.543747
-9.37023,0.779747,1.43968,1,1,0,0.385828
-9.35113,1,1.41714,2,3,0,0.830554
-10.6455,0.58692,1.69094,2,3,0,0.188595
-9.40817,1,1.40648,1,1,0,0.377536
-9.15122,1,1.67767,1,1,0,0.441476
-9.15122,0,24.1341,1,1,1,0.441476
-8.88732,0.333333,4.07869,2,3,1,0.656569
-8.93138,0.934549,0.977898,2,3,0,0.529457
-9.13693,0.969306,1.16976,2,3,0,0.774915
-9.13693,0.283679,1.72586,1,1,0,0.774915
-8.86599,0.995602,0.334026,3,7,0,0.608003
-8.87433,0.998234,0.575418,2,3,0,0.639307
-8.87098,0.986062,1.0385,2,3,0,0.587881
-8.87098,0.0908276,1.8439,1,1,0,0.587881
-9.15191,0.99816,0.19519,4,9,0,0.779402
-9.38968,0.989394,0.36685,2,3,0,0.839134
-9.20851,1,0.673773,3,7,0,0.425297
-8.88418,0.965314,1.27941,2,3,0,0.567635
-8.88418,6.22789e-05,2.17274,1,1,0,0.567635
-8.93665,0.998733,0.184586,4,15,0,0.69441
-9.00135,0.997107,0.35102,2,3,0,0.726677
-9.07402,0.997483,0.659482,2,3,0,0.754554
-8.90709,0.999313,1.23031,2,3,0,0.546201
-8.90709,0.000224269,2.28736,1,1,0,0.546201
-8.87002,0.997705,0.214233,4,15,0,0.590121
-10.319,0.969107,0.39863,3,7,0,0.229238
-9.76014,1,0.675453,3,7,0,0.909295
-10.1702,0.85934,1.24144,1,1,0,0.971399
-9.12276,1,1.50608,1,1,0,0.770556
-10.0637,0.187776,2.72242,1,1,0,0.956331
-9.98203,1,0.488079,1,1,0,0.944334
-10.2521,0.627784,0.882063,2,3,0,0.238112
-10.1685,1,0.55977,1,1,0,0.249514
-10.1685,0.49112,1.00064,1,1,0,0.249514
-11.2612,0.974671,0.439652,3,7,0,0.121048
-12.258,0.88095,0.72813,1,1,0,0.0280677
-9.17625,1,0.929114,2,3,0,0.786451
-9.19599,0.987608,1.62308,1,1,0,0.791965
-9.19599,6.04737e-08,2.71916,1,1,0,0.791965
-9.42458,0.991185,0.336651,2,3,0,0.846636
-8.92757,0.978706,0.571647,2,3,0,0.688823
-8.87039,0.994363,0.932028,2,3,0,0.589235
-9.2799,0.784989,1.56997,1,1,0,0.406926
-8.95559,1,1.53849,2,3,0,0.515675
-8.95559,2.52087e-07,2.59796,1,1,0,0.515675
-9.28569,0.9918,0.353369,4,9,0,0.815164
-8.95969,0.988511,0.586361,3,7,0,0.513536
-9.01687,0.987495,0.957901,1,1,0,0.487513
-8.89123,0.998122,1.54984,2,3,0,0.660623
-8.89123,0.48327,2.55569,1,1,0,0.660623
-8.89898,0.997317,1.20238,1,1,0,0.66781
-8.89898,0.571605,1.96834,1,1,0,0.66781
-9.33866,0.90813,1.15743,2,3,0,0.39297
-9.37024,0.982579,1.52328,1,1,0,0.385827
# Adaptation terminated
# Step size = 1.09058
# Diagonal elements of inverse mass matrix:
# 0.0479438

-8.86603,0.998887,1.09058,2,3,0,0.613358
-9.56392,0.834893,1.09058,2,3,0,0.874465
-8.86784,0.98588,1.09058,2,3,0,0.596538
-9.17583,0.92028,1.09058,2,3,0,0.786332
-9.30948,0.962594,1.09058,1,1,0,0.82089
-10.5041,0.711219,1.09058,1,1,0,1.01498
-10.5522,0.986374,1.09058,1,1,0,1.02088
-10.5697,0.995021,1.09058,1,1,0,1.023
